"Total character count: 46,841,097",,,,,,
"Context number: 6,243",,,,,,
Character,CHRCount,CHR/million,logCHR,CHR-CD,CHR-CD%,logCHR-CD
臺,15,0.32,1.1761,1,0.02,0
蛔,15,0.32,1.1761,15,0.24,1.1761
涣,15,0.32,1.1761,14,0.22,1.1461
犟,15,0.32,1.1761,15,0.24,1.1761
揄,15,0.32,1.1761,12,0.19,1.0792
鹏,15,0.32,1.1761,11,0.18,1.0414
螈,15,0.32,1.1761,10,0.16,1
敝,15,0.32,1.1761,14,0.22,1.1461
圄,15,0.32,1.1761,14,0.22,1.1461
疖,15,0.32,1.1761,11,0.18,1.0414
艹,15,0.32,1.1761,2,0.03,0.301
蝦,15,0.32,1.1761,3,0.05,0.4771
嘤,15,0.32,1.1761,3,0.05,0.4771
绦,15,0.32,1.1761,8,0.13,0.9031
畿,15,0.32,1.1761,10,0.16,1
哐,15,0.32,1.1761,9,0.14,0.9542
呒,15,0.32,1.1761,11,0.18,1.0414
幡,15,0.32,1.1761,9,0.14,0.9542
龅,15,0.32,1.1761,12,0.19,1.0792
蝾,15,0.32,1.1761,10,0.16,1
褛,14,0.3,1.1461,12,0.19,1.0792
荜,14,0.3,1.1461,14,0.22,1.1461
瑾,14,0.3,1.1461,5,0.08,0.699
挞,14,0.3,1.1461,12,0.19,1.0792
抿,14,0.3,1.1461,10,0.16,1
憨,14,0.3,1.1461,10,0.16,1
渋,14,0.3,1.1461,2,0.03,0.301
诛,14,0.3,1.1461,13,0.21,1.1139
給,14,0.3,1.1461,11,0.18,1.0414
罹,14,0.3,1.1461,13,0.21,1.1139
牦,14,0.3,1.1461,8,0.13,0.9031
砝,14,0.3,1.1461,14,0.22,1.1461
捋,14,0.3,1.1461,13,0.21,1.1139
犄,14,0.3,1.1461,12,0.19,1.0792
恹,14,0.3,1.1461,6,0.1,0.7782
醚,14,0.3,1.1461,11,0.18,1.0414
壬,14,0.3,1.1461,6,0.1,0.7782
怩,14,0.3,1.1461,12,0.19,1.0792
菁,14,0.3,1.1461,9,0.14,0.9542
谆,14,0.3,1.1461,7,0.11,0.8451
褴,14,0.3,1.1461,12,0.19,1.0792
虞,14,0.3,1.1461,14,0.22,1.1461
壹,14,0.3,1.1461,6,0.1,0.7782
觑,14,0.3,1.1461,14,0.22,1.1461
缜,14,0.3,1.1461,14,0.22,1.1461
嶙,14,0.3,1.1461,13,0.21,1.1139
桡,14,0.3,1.1461,11,0.18,1.0414
叱,14,0.3,1.1461,11,0.18,1.0414
琶,14,0.3,1.1461,6,0.1,0.7782
佰,14,0.3,1.1461,8,0.13,0.9031
邑,14,0.3,1.1461,10,0.16,1
鸢,14,0.3,1.1461,8,0.13,0.9031
殒,14,0.3,1.1461,14,0.22,1.1461
媞,14,0.3,1.1461,4,0.06,0.6021
吳,14,0.3,1.1461,2,0.03,0.301
榉,13,0.28,1.1139,5,0.08,0.699
钡,13,0.28,1.1139,6,0.1,0.7782
瞠,13,0.28,1.1139,13,0.21,1.1139
摈,13,0.28,1.1139,13,0.21,1.1139
忤,13,0.28,1.1139,11,0.18,1.0414
蚝,13,0.28,1.1139,8,0.13,0.9031
扈,13,0.28,1.1139,13,0.21,1.1139
罄,13,0.28,1.1139,13,0.21,1.1139
肼,13,0.28,1.1139,3,0.05,0.4771
祗,13,0.28,1.1139,5,0.08,0.699
昙,13,0.28,1.1139,12,0.19,1.0792
噌,13,0.28,1.1139,8,0.13,0.9031
嫡,13,0.28,1.1139,7,0.11,0.8451
隽,13,0.28,1.1139,4,0.06,0.6021
啐,13,0.28,1.1139,11,0.18,1.0414
耷,13,0.28,1.1139,9,0.14,0.9542
薏,13,0.28,1.1139,4,0.06,0.6021
擀,13,0.28,1.1139,8,0.13,0.9031
瘠,13,0.28,1.1139,13,0.21,1.1139
來,13,0.28,1.1139,8,0.13,0.9031
阡,13,0.28,1.1139,4,0.06,0.6021
拮,13,0.28,1.1139,13,0.21,1.1139
辄,13,0.28,1.1139,12,0.19,1.0792
仃,13,0.28,1.1139,13,0.21,1.1139
铿,13,0.28,1.1139,8,0.13,0.9031
峋,13,0.28,1.1139,12,0.19,1.0792
槐,13,0.28,1.1139,11,0.18,1.0414
坯,13,0.28,1.1139,11,0.18,1.0414
揶,13,0.28,1.1139,11,0.18,1.0414
恸,13,0.28,1.1139,13,0.21,1.1139
娈,13,0.28,1.1139,12,0.19,1.0792
藿,13,0.28,1.1139,9,0.14,0.9542
鲻,13,0.28,1.1139,4,0.06,0.6021
樟,13,0.28,1.1139,12,0.19,1.0792
俾,13,0.28,1.1139,10,0.16,1
烃,13,0.28,1.1139,9,0.14,0.9542
铆,13,0.28,1.1139,8,0.13,0.9031
庖,13,0.28,1.1139,12,0.19,1.0792
讴,12,0.26,1.0792,6,0.1,0.7782
饷,12,0.26,1.0792,9,0.14,0.9542
蛹,12,0.26,1.0792,11,0.18,1.0414
抻,12,0.26,1.0792,9,0.14,0.9542
暨,12,0.26,1.0792,12,0.19,1.0792
荨,12,0.26,1.0792,11,0.18,1.0414
萘,12,0.26,1.0792,6,0.1,0.7782
倌,12,0.26,1.0792,7,0.11,0.8451
腭,12,0.26,1.0792,8,0.13,0.9031
秧,12,0.26,1.0792,10,0.16,1
醐,12,0.26,1.0792,12,0.19,1.0792
绌,12,0.26,1.0792,11,0.18,1.0414
釉,12,0.26,1.0792,10,0.16,1
叵,12,0.26,1.0792,12,0.19,1.0792
貉,12,0.26,1.0792,12,0.19,1.0792
呎,12,0.26,1.0792,10,0.16,1
値,12,0.26,1.0792,1,0.02,0
钍,12,0.26,1.0792,3,0.05,0.4771
徹,12,0.26,1.0792,4,0.06,0.6021
胴,12,0.26,1.0792,12,0.19,1.0792
跩,12,0.26,1.0792,9,0.14,0.9542
勛,12,0.26,1.0792,1,0.02,0
驮,12,0.26,1.0792,11,0.18,1.0414
莨,12,0.26,1.0792,8,0.13,0.9031
靛,12,0.26,1.0792,5,0.08,0.699
咣,11,0.23,1.0414,9,0.14,0.9542
钸,11,0.23,1.0414,1,0.02,0
襁,11,0.23,1.0414,11,0.18,1.0414
呓,11,0.23,1.0414,9,0.14,0.9542
粤,11,0.23,1.0414,9,0.14,0.9542
杈,11,0.23,1.0414,10,0.16,1
铪,11,0.23,1.0414,2,0.03,0.301
庶,11,0.23,1.0414,10,0.16,1
嬴,11,0.23,1.0414,10,0.16,1
笞,11,0.23,1.0414,11,0.18,1.0414
晔,11,0.23,1.0414,1,0.02,0
菪,11,0.23,1.0414,7,0.11,0.8451
魯,11,0.23,1.0414,2,0.03,0.301
岑,11,0.23,1.0414,7,0.11,0.8451
睪,11,0.23,1.0414,2,0.03,0.301
糠,11,0.23,1.0414,8,0.13,0.9031
東,11,0.23,1.0414,4,0.06,0.6021
觐,11,0.23,1.0414,8,0.13,0.9031
绉,11,0.23,1.0414,5,0.08,0.699
蟌,11,0.23,1.0414,1,0.02,0
戎,11,0.23,1.0414,10,0.16,1
髻,11,0.23,1.0414,7,0.11,0.8451
鲔,11,0.23,1.0414,9,0.14,0.9542
轱,11,0.23,1.0414,8,0.13,0.9031
呷,11,0.23,1.0414,10,0.16,1
怅,11,0.23,1.0414,9,0.14,0.9542
泮,11,0.23,1.0414,11,0.18,1.0414
屍,11,0.23,1.0414,2,0.03,0.301
诿,11,0.23,1.0414,10,0.16,1
龛,11,0.23,1.0414,10,0.16,1
诨,11,0.23,1.0414,11,0.18,1.0414
荽,11,0.23,1.0414,9,0.14,0.9542
斓,11,0.23,1.0414,11,0.18,1.0414
穂,11,0.23,1.0414,2,0.03,0.301
馀,11,0.23,1.0414,6,0.1,0.7782
嵩,11,0.23,1.0414,7,0.11,0.8451
芫,11,0.23,1.0414,9,0.14,0.9542
蜃,11,0.23,1.0414,9,0.14,0.9542
皎,11,0.23,1.0414,9,0.14,0.9542
冽,11,0.23,1.0414,6,0.1,0.7782
槃,11,0.23,1.0414,11,0.18,1.0414
荟,11,0.23,1.0414,10,0.16,1
褓,11,0.23,1.0414,11,0.18,1.0414
笈,11,0.23,1.0414,8,0.13,0.9031
锵,11,0.23,1.0414,7,0.11,0.8451
骁,11,0.23,1.0414,10,0.16,1
壑,10,0.21,1,10,0.16,1
箕,10,0.21,1,6,0.1,0.7782
巻,10,0.21,1,2,0.03,0.301
誊,10,0.21,1,6,0.1,0.7782
赅,10,0.21,1,10,0.16,1
噓,10,0.21,1,2,0.03,0.301
氖,10,0.21,1,9,0.14,0.9542
馥,10,0.21,1,7,0.11,0.8451
竊,10,0.21,1,1,0.02,0
怏,10,0.21,1,5,0.08,0.699
诓,10,0.21,1,9,0.14,0.9542
鳃,10,0.21,1,6,0.1,0.7782
郇,10,0.21,1,1,0.02,0
娓,10,0.21,1,5,0.08,0.699
舜,10,0.21,1,4,0.06,0.6021
啾,10,0.21,1,3,0.05,0.4771
痨,10,0.21,1,10,0.16,1
嘚,10,0.21,1,5,0.08,0.699
筱,10,0.21,1,5,0.08,0.699
肏,10,0.21,1,4,0.06,0.6021
玟,10,0.21,1,4,0.06,0.6021
旻,10,0.21,1,3,0.05,0.4771
缨,10,0.21,1,9,0.14,0.9542
沱,10,0.21,1,6,0.1,0.7782
粽,10,0.21,1,7,0.11,0.8451
蹚,10,0.21,1,8,0.13,0.9031
靖,10,0.21,1,7,0.11,0.8451
膺,10,0.21,1,6,0.1,0.7782
酞,10,0.21,1,8,0.13,0.9031
溴,10,0.21,1,9,0.14,0.9542
佝,10,0.21,1,6,0.1,0.7782
螫,10,0.21,1,6,0.1,0.7782
浜,10,0.21,1,5,0.08,0.699
祠,10,0.21,1,8,0.13,0.9031
砺,10,0.21,1,9,0.14,0.9542
葺,10,0.21,1,9,0.14,0.9542
耦,10,0.21,1,8,0.13,0.9031
痱,10,0.21,1,10,0.16,1
饕,9,0.19,0.9542,9,0.14,0.9542
驷,9,0.19,0.9542,9,0.14,0.9542
沁,9,0.19,0.9542,9,0.14,0.9542
秆,9,0.19,0.9542,6,0.1,0.7782
碜,9,0.19,0.9542,9,0.14,0.9542
舶,9,0.19,0.9542,9,0.14,0.9542
菏,9,0.19,0.9542,6,0.1,0.7782
撷,9,0.19,0.9542,8,0.13,0.9031
倆,9,0.19,0.9542,8,0.13,0.9031
蕨,9,0.19,0.9542,8,0.13,0.9031
榷,9,0.19,0.9542,9,0.14,0.9542
锲,9,0.19,0.9542,7,0.11,0.8451
垛,9,0.19,0.9542,9,0.14,0.9542
婌,9,0.19,0.9542,1,0.02,0
煦,9,0.19,0.9542,7,0.11,0.8451
氙,9,0.19,0.9542,6,0.1,0.7782
呔,9,0.19,0.9542,8,0.13,0.9031
腴,9,0.19,0.9542,8,0.13,0.9031
纶,9,0.19,0.9542,6,0.1,0.7782
瘙,9,0.19,0.9542,9,0.14,0.9542
糯,9,0.19,0.9542,8,0.13,0.9031
俸,9,0.19,0.9542,7,0.11,0.8451
鹬,9,0.19,0.9542,6,0.1,0.7782
跶,9,0.19,0.9542,6,0.1,0.7782
氡,9,0.19,0.9542,6,0.1,0.7782
硼,9,0.19,0.9542,7,0.11,0.8451
楝,9,0.19,0.9542,7,0.11,0.8451
菅,9,0.19,0.9542,9,0.14,0.9542
檞,9,0.19,0.9542,6,0.1,0.7782
鲣,9,0.19,0.9542,6,0.1,0.7782
绺,9,0.19,0.9542,8,0.13,0.9031
佘,9,0.19,0.9542,4,0.06,0.6021
骶,9,0.19,0.9542,6,0.1,0.7782
黍,9,0.19,0.9542,8,0.13,0.9031
哽,9,0.19,0.9542,9,0.14,0.9542
涓,9,0.19,0.9542,4,0.06,0.6021
卅,9,0.19,0.9542,5,0.08,0.699
煙,9,0.19,0.9542,1,0.02,0
粱,9,0.19,0.9542,8,0.13,0.9031
剜,9,0.19,0.9542,8,0.13,0.9031
鳅,9,0.19,0.9542,4,0.06,0.6021
愕,9,0.19,0.9542,8,0.13,0.9031
忖,9,0.19,0.9542,9,0.14,0.9542
娑,9,0.19,0.9542,6,0.1,0.7782
桁,9,0.19,0.9542,6,0.1,0.7782
鲷,9,0.19,0.9542,9,0.14,0.9542
皙,9,0.19,0.9542,9,0.14,0.9542
晷,9,0.19,0.9542,9,0.14,0.9542
恻,9,0.19,0.9542,8,0.13,0.9031
庚,9,0.19,0.9542,8,0.13,0.9031
岚,9,0.19,0.9542,3,0.05,0.4771
荔,9,0.19,0.9542,8,0.13,0.9031
刳,9,0.19,0.9542,1,0.02,0
鰭,9,0.19,0.9542,1,0.02,0
赳,8,0.17,0.9031,4,0.06,0.6021
樵,8,0.17,0.9031,6,0.1,0.7782
贲,8,0.17,0.9031,6,0.1,0.7782
媾,8,0.17,0.9031,7,0.11,0.8451
湄,8,0.17,0.9031,5,0.08,0.699
氚,8,0.17,0.9031,1,0.02,0
柰,8,0.17,0.9031,2,0.03,0.301
鏖,8,0.17,0.9031,8,0.13,0.9031
俨,8,0.17,0.9031,8,0.13,0.9031
嘬,8,0.17,0.9031,4,0.06,0.6021
韭,8,0.17,0.9031,7,0.11,0.8451
榕,8,0.17,0.9031,5,0.08,0.699
镉,8,0.17,0.9031,5,0.08,0.699
毎,8,0.17,0.9031,1,0.02,0
俠,8,0.17,0.9031,1,0.02,0
旯,8,0.17,0.9031,8,0.13,0.9031
纾,8,0.17,0.9031,6,0.1,0.7782
痤,8,0.17,0.9031,7,0.11,0.8451
晖,8,0.17,0.9031,6,0.1,0.7782
炔,8,0.17,0.9031,8,0.13,0.9031
铮,8,0.17,0.9031,4,0.06,0.6021
甬,8,0.17,0.9031,3,0.05,0.4771
迺,8,0.17,0.9031,4,0.06,0.6021
蛐,8,0.17,0.9031,3,0.05,0.4771
旮,8,0.17,0.9031,8,0.13,0.9031
逡,8,0.17,0.9031,8,0.13,0.9031
骐,8,0.17,0.9031,5,0.08,0.699
獒,8,0.17,0.9031,5,0.08,0.699
黠,8,0.17,0.9031,6,0.1,0.7782
沪,8,0.17,0.9031,1,0.02,0
鲛,8,0.17,0.9031,3,0.05,0.4771
帛,8,0.17,0.9031,8,0.13,0.9031
旌,8,0.17,0.9031,3,0.05,0.4771
鹚,8,0.17,0.9031,5,0.08,0.699
雉,8,0.17,0.9031,6,0.1,0.7782
湎,8,0.17,0.9031,8,0.13,0.9031
潸,8,0.17,0.9031,8,0.13,0.9031
鸬,8,0.17,0.9031,5,0.08,0.699
锰,8,0.17,0.9031,7,0.11,0.8451
豈,8,0.17,0.9031,1,0.02,0
訇,8,0.17,0.9031,4,0.06,0.6021
疥,8,0.17,0.9031,8,0.13,0.9031
冢,8,0.17,0.9031,5,0.08,0.699
尕,8,0.17,0.9031,1,0.02,0
瀣,8,0.17,0.9031,8,0.13,0.9031
铡,8,0.17,0.9031,5,0.08,0.699
迩,8,0.17,0.9031,7,0.11,0.8451
鐵,8,0.17,0.9031,1,0.02,0
榎,8,0.17,0.9031,3,0.05,0.4771
珥,7,0.15,0.8451,4,0.06,0.6021
瑶,7,0.15,0.8451,5,0.08,0.699
铢,7,0.15,0.8451,3,0.05,0.4771
桀,7,0.15,0.8451,5,0.08,0.699
銼,7,0.15,0.8451,1,0.02,0
硌,7,0.15,0.8451,7,0.11,0.8451
祺,7,0.15,0.8451,3,0.05,0.4771
鮎,7,0.15,0.8451,1,0.02,0
樋,7,0.15,0.8451,1,0.02,0
唰,7,0.15,0.8451,6,0.1,0.7782
麂,7,0.15,0.8451,4,0.06,0.6021
潵,7,0.15,0.8451,3,0.05,0.4771
禾,7,0.15,0.8451,6,0.1,0.7782
粧,7,0.15,0.8451,3,0.05,0.4771
痍,7,0.15,0.8451,7,0.11,0.8451
竜,7,0.15,0.8451,1,0.02,0
瓯,7,0.15,0.8451,1,0.02,0
倭,7,0.15,0.8451,4,0.06,0.6021
龇,7,0.15,0.8451,7,0.11,0.8451
贻,7,0.15,0.8451,6,0.1,0.7782
饴,7,0.15,0.8451,7,0.11,0.8451
岘,7,0.15,0.8451,4,0.06,0.6021
弭,7,0.15,0.8451,6,0.1,0.7782
蝼,7,0.15,0.8451,6,0.1,0.7782
鸫,7,0.15,0.8451,5,0.08,0.699
丟,7,0.15,0.8451,6,0.1,0.7782
硒,7,0.15,0.8451,4,0.06,0.6021
壽,7,0.15,0.8451,2,0.03,0.301
祼,7,0.15,0.8451,2,0.03,0.301
飨,7,0.15,0.8451,3,0.05,0.4771
镓,7,0.15,0.8451,4,0.06,0.6021
珐,7,0.15,0.8451,6,0.1,0.7782
宥,7,0.15,0.8451,2,0.03,0.301
笤,7,0.15,0.8451,5,0.08,0.699
竣,7,0.15,0.8451,7,0.11,0.8451
沭,7,0.15,0.8451,2,0.03,0.301
裨,7,0.15,0.8451,6,0.1,0.7782
胤,7,0.15,0.8451,2,0.03,0.301
殓,7,0.15,0.8451,5,0.08,0.699
罰,7,0.15,0.8451,1,0.02,0
嗵,7,0.15,0.8451,3,0.05,0.4771
挻,7,0.15,0.8451,3,0.05,0.4771
桎,7,0.15,0.8451,7,0.11,0.8451
謎,7,0.15,0.8451,2,0.03,0.301
廖,7,0.15,0.8451,3,0.05,0.4771
仟,7,0.15,0.8451,4,0.06,0.6021
恫,7,0.15,0.8451,6,0.1,0.7782
疸,7,0.15,0.8451,7,0.11,0.8451
髒,7,0.15,0.8451,1,0.02,0
踞,7,0.15,0.8451,6,0.1,0.7782
襄,7,0.15,0.8451,7,0.11,0.8451
辕,7,0.15,0.8451,6,0.1,0.7782
庵,7,0.15,0.8451,4,0.06,0.6021
丕,7,0.15,0.8451,2,0.03,0.301
钯,7,0.15,0.8451,3,0.05,0.4771
僮,7,0.15,0.8451,5,0.08,0.699
祁,7,0.15,0.8451,1,0.02,0
倜,7,0.15,0.8451,6,0.1,0.7782
針,7,0.15,0.8451,1,0.02,0
嚇,7,0.15,0.8451,4,0.06,0.6021
陲,7,0.15,0.8451,7,0.11,0.8451
纂,7,0.15,0.8451,6,0.1,0.7782
怔,7,0.15,0.8451,6,0.1,0.7782
峨,6,0.13,0.7782,4,0.06,0.6021
剋,6,0.13,0.7782,2,0.03,0.301
埠,6,0.13,0.7782,6,0.1,0.7782
袂,6,0.13,0.7782,6,0.1,0.7782
鲡,6,0.13,0.7782,2,0.03,0.301
谗,6,0.13,0.7782,6,0.1,0.7782
阄,6,0.13,0.7782,6,0.1,0.7782
鹜,6,0.13,0.7782,5,0.08,0.699
囫,6,0.13,0.7782,5,0.08,0.699
糨,6,0.13,0.7782,5,0.08,0.699
颦,6,0.13,0.7782,6,0.1,0.7782
睏,6,0.13,0.7782,6,0.1,0.7782
瓤,6,0.13,0.7782,6,0.1,0.7782
钋,6,0.13,0.7782,4,0.06,0.6021
韶,6,0.13,0.7782,6,0.1,0.7782
噔,6,0.13,0.7782,2,0.03,0.301
怆,6,0.13,0.7782,5,0.08,0.699
燻,6,0.13,0.7782,3,0.05,0.4771
锑,6,0.13,0.7782,6,0.1,0.7782
龋,6,0.13,0.7782,5,0.08,0.699
弋,6,0.13,0.7782,6,0.1,0.7782
徳,6,0.13,0.7782,4,0.06,0.6021
區,6,0.13,0.7782,1,0.02,0
镂,6,0.13,0.7782,4,0.06,0.6021
懑,6,0.13,0.7782,4,0.06,0.6021
棠,6,0.13,0.7782,5,0.08,0.699
婀,6,0.13,0.7782,6,0.1,0.7782
鳀,6,0.13,0.7782,4,0.06,0.6021
侊,6,0.13,0.7782,2,0.03,0.301
殇,6,0.13,0.7782,5,0.08,0.699
愫,6,0.13,0.7782,6,0.1,0.7782
皋,6,0.13,0.7782,2,0.03,0.301
矾,6,0.13,0.7782,4,0.06,0.6021
轭,6,0.13,0.7782,4,0.06,0.6021
筆,6,0.13,0.7782,1,0.02,0
僭,6,0.13,0.7782,5,0.08,0.699
黜,6,0.13,0.7782,6,0.1,0.7782
萩,6,0.13,0.7782,3,0.05,0.4771
髁,6,0.13,0.7782,6,0.1,0.7782
纭,6,0.13,0.7782,6,0.1,0.7782
梏,6,0.13,0.7782,6,0.1,0.7782
熵,6,0.13,0.7782,6,0.1,0.7782
竽,6,0.13,0.7782,6,0.1,0.7782
牍,6,0.13,0.7782,6,0.1,0.7782
忾,6,0.13,0.7782,6,0.1,0.7782
飒,6,0.13,0.7782,4,0.06,0.6021
泱,6,0.13,0.7782,4,0.06,0.6021
铩,6,0.13,0.7782,6,0.1,0.7782
擞,6,0.13,0.7782,6,0.1,0.7782
胝,6,0.13,0.7782,4,0.06,0.6021
羸,6,0.13,0.7782,6,0.1,0.7782
菰,6,0.13,0.7782,3,0.05,0.4771
嶋,6,0.13,0.7782,3,0.05,0.4771
姣,6,0.13,0.7782,5,0.08,0.699
強,6,0.13,0.7782,3,0.05,0.4771
蜱,6,0.13,0.7782,4,0.06,0.6021
伕,6,0.13,0.7782,3,0.05,0.4771
徇,6,0.13,0.7782,6,0.1,0.7782
莤,6,0.13,0.7782,1,0.02,0
阖,6,0.13,0.7782,4,0.06,0.6021
胥,6,0.13,0.7782,4,0.06,0.6021
沒,6,0.13,0.7782,6,0.1,0.7782
罅,6,0.13,0.7782,5,0.08,0.699
胼,6,0.13,0.7782,4,0.06,0.6021
劵,6,0.13,0.7782,4,0.06,0.6021
鞜,6,0.13,0.7782,2,0.03,0.301
闰,6,0.13,0.7782,5,0.08,0.699
挾,6,0.13,0.7782,1,0.02,0
珞,6,0.13,0.7782,4,0.06,0.6021
豉,5,0.11,0.699,4,0.06,0.6021
鸾,5,0.11,0.699,5,0.08,0.699
階,5,0.11,0.699,4,0.06,0.6021
帼,5,0.11,0.699,3,0.05,0.4771
刎,5,0.11,0.699,4,0.06,0.6021
惆,5,0.11,0.699,5,0.08,0.699
莆,5,0.11,0.699,1,0.02,0
韓,5,0.11,0.699,1,0.02,0
骥,5,0.11,0.699,4,0.06,0.6021
怵,5,0.11,0.699,5,0.08,0.699
椽,5,0.11,0.699,5,0.08,0.699
荠,5,0.11,0.699,3,0.05,0.4771
捺,5,0.11,0.699,5,0.08,0.699
蒡,5,0.11,0.699,4,0.06,0.6021
羅,5,0.11,0.699,2,0.03,0.301
綁,5,0.11,0.699,2,0.03,0.301
寅,5,0.11,0.699,2,0.03,0.301
诏,5,0.11,0.699,3,0.05,0.4771
郞,5,0.11,0.699,5,0.08,0.699
卞,5,0.11,0.699,4,0.06,0.6021
砚,5,0.11,0.699,1,0.02,0
蝻,5,0.11,0.699,1,0.02,0
徕,5,0.11,0.699,5,0.08,0.699
軟,5,0.11,0.699,1,0.02,0
蹴,5,0.11,0.699,5,0.08,0.699
佟,5,0.11,0.699,1,0.02,0
麓,5,0.11,0.699,5,0.08,0.699
潞,5,0.11,0.699,1,0.02,0
箐,5,0.11,0.699,4,0.06,0.6021
齒,5,0.11,0.699,1,0.02,0
胄,5,0.11,0.699,5,0.08,0.699
朊,5,0.11,0.699,4,0.06,0.6021
蛟,5,0.11,0.699,2,0.03,0.301
纣,5,0.11,0.699,5,0.08,0.699
曉,5,0.11,0.699,1,0.02,0
蹙,5,0.11,0.699,3,0.05,0.4771
篠,5,0.11,0.699,2,0.03,0.301
況,5,0.11,0.699,2,0.03,0.301
埼,5,0.11,0.699,4,0.06,0.6021
輕,5,0.11,0.699,1,0.02,0
咘,5,0.11,0.699,4,0.06,0.6021
脍,5,0.11,0.699,5,0.08,0.699
轼,5,0.11,0.699,3,0.05,0.4771
跐,5,0.11,0.699,1,0.02,0
梶,5,0.11,0.699,1,0.02,0
栎,5,0.11,0.699,2,0.03,0.301
缬,5,0.11,0.699,4,0.06,0.6021
聩,5,0.11,0.699,5,0.08,0.699
瘆,5,0.11,0.699,5,0.08,0.699
邵,5,0.11,0.699,3,0.05,0.4771
呲,5,0.11,0.699,5,0.08,0.699
哏,5,0.11,0.699,3,0.05,0.4771
嘌,5,0.11,0.699,3,0.05,0.4771
熹,5,0.11,0.699,2,0.03,0.301
肄,5,0.11,0.699,5,0.08,0.699
尧,5,0.11,0.699,2,0.03,0.301
掃,5,0.11,0.699,2,0.03,0.301
偻,5,0.11,0.699,4,0.06,0.6021
耆,5,0.11,0.699,2,0.03,0.301
競,5,0.11,0.699,1,0.02,0
啻,5,0.11,0.699,5,0.08,0.699
枱,5,0.11,0.699,2,0.03,0.301
廋,5,0.11,0.699,4,0.06,0.6021
袄,5,0.11,0.699,5,0.08,0.699
埚,5,0.11,0.699,4,0.06,0.6021
戍,5,0.11,0.699,3,0.05,0.4771
泾,5,0.11,0.699,4,0.06,0.6021
鹞,5,0.11,0.699,4,0.06,0.6021
阙,5,0.11,0.699,3,0.05,0.4771
啫,5,0.11,0.699,5,0.08,0.699
褡,5,0.11,0.699,4,0.06,0.6021
囵,5,0.11,0.699,5,0.08,0.699
婫,5,0.11,0.699,1,0.02,0
坳,5,0.11,0.699,4,0.06,0.6021
衛,5,0.11,0.699,3,0.05,0.4771
鸪,5,0.11,0.699,4,0.06,0.6021
掬,5,0.11,0.699,5,0.08,0.699
篦,5,0.11,0.699,3,0.05,0.4771
鹧,5,0.11,0.699,4,0.06,0.6021
溝,5,0.11,0.699,1,0.02,0
妪,5,0.11,0.699,5,0.08,0.699
甾,5,0.11,0.699,3,0.05,0.4771
鳎,5,0.11,0.699,3,0.05,0.4771
毖,5,0.11,0.699,2,0.03,0.301
坩,5,0.11,0.699,4,0.06,0.6021
朲,5,0.11,0.699,1,0.02,0
袅,5,0.11,0.699,3,0.05,0.4771
伫,5,0.11,0.699,5,0.08,0.699
拋,5,0.11,0.699,2,0.03,0.301
暸,5,0.11,0.699,3,0.05,0.4771
嵴,5,0.11,0.699,4,0.06,0.6021
砟,5,0.11,0.699,2,0.03,0.301
鳝,5,0.11,0.699,3,0.05,0.4771
嘁,5,0.11,0.699,4,0.06,0.6021
掼,5,0.11,0.699,2,0.03,0.301
誠,5,0.11,0.699,2,0.03,0.301
嗟,5,0.11,0.699,5,0.08,0.699
蠹,5,0.11,0.699,5,0.08,0.699
觸,5,0.11,0.699,1,0.02,0
祯,5,0.11,0.699,4,0.06,0.6021
撘,4,0.09,0.6021,4,0.06,0.6021
钎,4,0.09,0.6021,2,0.03,0.301
炷,4,0.09,0.6021,3,0.05,0.4771
裇,4,0.09,0.6021,3,0.05,0.4771
綿,4,0.09,0.6021,2,0.03,0.301
蹉,4,0.09,0.6021,4,0.06,0.6021
汛,4,0.09,0.6021,1,0.02,0
粑,4,0.09,0.6021,2,0.03,0.301
狎,4,0.09,0.6021,4,0.06,0.6021
痩,4,0.09,0.6021,3,0.05,0.4771
镕,4,0.09,0.6021,3,0.05,0.4771
跖,4,0.09,0.6021,4,0.06,0.6021
紋,4,0.09,0.6021,1,0.02,0
渭,4,0.09,0.6021,3,0.05,0.4771
滂,4,0.09,0.6021,2,0.03,0.301
黢,4,0.09,0.6021,2,0.03,0.301
眦,4,0.09,0.6021,4,0.06,0.6021
錾,4,0.09,0.6021,1,0.02,0
炕,4,0.09,0.6021,2,0.03,0.301
旎,4,0.09,0.6021,4,0.06,0.6021
娆,4,0.09,0.6021,3,0.05,0.4771
锗,4,0.09,0.6021,2,0.03,0.301
泸,4,0.09,0.6021,2,0.03,0.301
髭,4,0.09,0.6021,2,0.03,0.301
铱,4,0.09,0.6021,3,0.05,0.4771
诹,4,0.09,0.6021,2,0.03,0.301
脔,4,0.09,0.6021,2,0.03,0.301
塚,4,0.09,0.6021,4,0.06,0.6021
無,4,0.09,0.6021,2,0.03,0.301
綾,4,0.09,0.6021,1,0.02,0
礒,4,0.09,0.6021,1,0.02,0
嗥,4,0.09,0.6021,4,0.06,0.6021
丞,4,0.09,0.6021,3,0.05,0.4771
鳐,4,0.09,0.6021,2,0.03,0.301
倏,4,0.09,0.6021,4,0.06,0.6021
瑢,4,0.09,0.6021,1,0.02,0
谘,4,0.09,0.6021,4,0.06,0.6021
昴,4,0.09,0.6021,4,0.06,0.6021
髌,4,0.09,0.6021,3,0.05,0.4771
屣,4,0.09,0.6021,4,0.06,0.6021
